N	M	D	H	PowerDemand
6643	10	4	18	811.521726884338
6644	10	4	19	1131.53333333333
6645	10	4	20	866.2
6646	10	4	21	866.2
6647	10	4	22	866.2
6648	10	4	23	566.2
6649	10	5	0	566.2
6650	10	5	1	566.2
6651	10	5	2	566.2
6652	10	5	3	566.2
6653	10	5	4	566.2
6654	10	5	5	566.2
6655	10	5	6	900.749463352503
6656	10	5	7	9874
6657	10	5	8	6168
6658	10	5	9	6168
6659	10	5	10	9141.2
6660	10	5	11	9052.6
6661	10	5	12	7866.1
6662	10	5	13	849
6663	10	5	14	5481.5
6664	10	5	15	9187.5
6665	10	5	16	4820.33333333333
6666	10	5	17	729
6667	10	5	18	816.812500240441
6668	10	5	19	1131.53333333333
6669	10	5	20	866.2
6670	10	5	21	866.2
6671	10	5	22	866.2
6672	10	5	23	566.2
6673	10	6	0	429
6674	10	6	1	429
6675	10	6	2	429
6676	10	6	3	429
6677	10	6	4	429
6678	10	6	5	429
6679	10	6	6	609
6680	10	6	7	609
6681	10	6	8	609
6682	10	6	9	609
6683	10	6	10	609
6684	10	6	11	609
6685	10	6	12	849
6686	10	6	13	849
6687	10	6	14	849
6688	10	6	15	849
6689	10	6	16	849
6690	10	6	17	729
6691	10	6	18	729
6692	10	6	19	729
6693	10	6	20	729
6694	10	6	21	729
6695	10	6	22	729
6696	10	6	23	429
6697	10	7	0	429
6698	10	7	1	429
6699	10	7	2	429
6700	10	7	3	429
6701	10	7	4	429
6702	10	7	5	429
6703	10	7	6	609
6704	10	7	7	609
6705	10	7	8	609
6706	10	7	9	609
6707	10	7	10	609
6708	10	7	11	609
6709	10	7	12	849
6710	10	7	13	849
6711	10	7	14	849
6712	10	7	15	849
6713	10	7	16	849
6714	10	7	17	729
6715	10	7	18	729
6716	10	7	19	729
6717	10	7	20	729
6718	10	7	21	729
6719	10	7	22	729
6720	10	7	23	429
6721	10	8	0	566.2
6722	10	8	1	566.2
6723	10	8	2	566.2
6724	10	8	3	566.2
6725	10	8	4	566.2
6726	10	8	5	566.2
6727	10	8	6	947.073676305146
6728	10	8	7	9874
6729	10	8	8	6168
6730	10	8	9	6168
6731	10	8	10	9141.2
6732	10	8	11	9052.6
6733	10	8	12	7866.1
6734	10	8	13	849
6735	10	8	14	5481.5
6736	10	8	15	9187.5
6737	10	8	16	4820.33333333333
6738	10	8	17	729
6739	10	8	18	832.460950036308
6740	10	8	19	1131.53333333333
6741	10	8	20	866.2
6742	10	8	21	866.2
6743	10	8	22	866.2
6744	10	8	23	566.2
6745	10	9	0	566.2
6746	10	9	1	566.2
6747	10	9	2	566.2
6748	10	9	3	566.2
6749	10	9	4	566.2
6750	10	9	5	566.2
6751	10	9	6	962.497623106054
6752	10	9	7	9874
6753	10	9	8	6168
6754	10	9	9	6168
6755	10	9	10	8641.2
6756	10	9	11	8552.6
6757	10	9	12	7866.1
6758	10	9	13	849
6759	10	9	14	5481.5
6760	10	9	15	9187.5
6761	10	9	16	4820.33333333333
6762	10	9	17	729
6763	10	9	18	837.597754858897
6764	10	9	19	1131.53333333333
6765	10	9	20	866.2
6766	10	9	21	866.2
6767	10	9	22	866.2
6768	10	9	23	566.2
6769	10	10	0	566.2
6770	10	10	1	566.2
6771	10	10	2	566.2
6772	10	10	3	566.2
6773	10	10	4	566.2
6774	10	10	5	566.2
6775	10	10	6	977.913850155297
6776	10	10	7	9874
6777	10	10	8	6168
6778	10	10	9	6168
6779	10	10	10	9141.2
6780	10	10	11	9052.6
6781	10	10	12	7866.1
6782	10	10	13	849
6783	10	10	14	5481.5
6784	10	10	15	9187.5
6785	10	10	16	4820.33333333333
6786	10	10	17	729
6787	10	10	18	842.692529147591
6788	10	10	19	1131.53333333333
6789	10	10	20	866.2
6790	10	10	21	866.2
6791	10	10	22	866.2
6792	10	10	23	566.2
6793	10	11	0	566.2
6794	10	11	1	566.2
6795	10	11	2	566.2
6796	10	11	3	566.2
6797	10	11	4	566.2
6798	10	11	5	566.2
6799	10	11	6	993.322742444789
6800	10	11	7	9874
6801	10	11	8	6168
6802	10	11	9	6168
6803	10	11	10	8641.2
6804	10	11	11	8552.6
6805	10	11	12	7866.1
6806	10	11	13	849
6807	10	11	14	5481.5
6808	10	11	15	9187.5
6809	10	11	16	4820.33333333333
6810	10	11	17	729
6811	10	11	18	847.74385991519
6812	10	11	19	1131.53333333333
6813	10	11	20	866.2
6814	10	11	21	866.2
6815	10	11	22	866.2
6816	10	11	23	566.2
6817	10	12	0	566.2
6818	10	12	1	566.2
6819	10	12	2	566.2
6820	10	12	3	566.2
6821	10	12	4	566.2
6822	10	12	5	566.2
6823	10	12	6	1008.72452813363
6824	10	12	7	9874
6825	10	12	8	6168
6826	10	12	9	6168
6827	10	12	10	9141.2
6828	10	12	11	9052.6
6829	10	12	12	7866.1
6830	10	12	13	849
6831	10	12	14	5481.5
6832	10	12	15	9187.5
6833	10	12	16	4820.33333333333
6834	10	12	17	729
6835	10	12	18	852.750335442191
6836	10	12	19	1131.53333333333
6837	10	12	20	866.2
6838	10	12	21	866.2
6839	10	12	22	866.2
6840	10	12	23	566.2
6841	10	13	0	429
6842	10	13	1	429
6843	10	13	2	429
6844	10	13	3	429
6845	10	13	4	429
6846	10	13	5	429
6847	10	13	6	609
6848	10	13	7	609
6849	10	13	8	609
6850	10	13	9	609
6851	10	13	10	609
6852	10	13	11	609
6853	10	13	12	849
6854	10	13	13	849
6855	10	13	14	849
6856	10	13	15	849
6857	10	13	16	849
6858	10	13	17	729
6859	10	13	18	729
6860	10	13	19	729
6861	10	13	20	729
6862	10	13	21	729
6863	10	13	22	729
6864	10	13	23	429
6865	10	14	0	429
6866	10	14	1	429
6867	10	14	2	429
6868	10	14	3	429
6869	10	14	4	429
6870	10	14	5	429
6871	10	14	6	609
6872	10	14	7	609
6873	10	14	8	609
6874	10	14	9	609
6875	10	14	10	609
6876	10	14	11	609
6877	10	14	12	849
6878	10	14	13	849
6879	10	14	14	849
6880	10	14	15	849
6881	10	14	16	849
6882	10	14	17	729
6883	10	14	18	729
6884	10	14	19	729
6885	10	14	20	729
6886	10	14	21	729
6887	10	14	22	729
6888	10	14	23	429
6889	10	15	0	566.2
6890	10	15	1	566.2
6891	10	15	2	566.2
6892	10	15	3	566.2
6893	10	15	4	566.2
6894	10	15	5	566.2
6895	10	15	6	1054.88703373596
6896	10	15	7	9874
6897	10	15	8	6168
6898	10	15	9	6168
6899	10	15	10	9141.2
6900	10	15	11	9052.6
6901	10	15	12	7866.1
6902	10	15	13	849
6903	10	15	14	5481.5
6904	10	15	15	9187.5
6905	10	15	16	4820.33333333333
6906	10	15	17	730.286533678387
6907	10	15	18	866.2
6908	10	15	19	1131.53333333333
6909	10	15	20	866.2
6910	10	15	21	866.2
6911	10	15	22	866.2
6912	10	15	23	566.2
6913	10	16	0	566.2
6914	10	16	1	566.2
6915	10	16	2	566.2
6916	10	16	3	566.2
6917	10	16	4	566.2
6918	10	16	5	566.2
6919	10	16	6	1070.25930516979
6920	10	16	7	9874
6921	10	16	8	6168
6922	10	16	9	6168
6923	10	16	10	8641.2
6924	10	16	11	8552.6
6925	10	16	12	7866.1
6926	10	16	13	849
6927	10	16	14	5481.5
6928	10	16	15	9187.5
6929	10	16	16	4820.33333333333
6930	10	16	17	735.099498615197
6931	10	16	18	866.2
6932	10	16	19	1131.53333333333
6933	10	16	20	866.2
6934	10	16	21	866.2
6935	10	16	22	866.2
6936	10	16	23	566.2
6937	10	17	0	566.2
6938	10	17	1	566.2
6939	10	17	2	566.2
6940	10	17	3	566.2
6941	10	17	4	566.2
6942	10	17	5	566.2
6943	10	17	6	1085.62302880924
6944	10	17	7	9874
6945	10	17	8	6168
6946	10	17	9	6168
6947	10	17	10	9141.2
6948	10	17	11	9052.6
6949	10	17	12	7866.1
6950	10	17	13	849
6951	10	17	14	5481.5
6952	10	17	15	9187.5
6953	10	17	16	4820.33333333333
6954	10	17	17	739.860571073029
6955	10	17	18	866.2
6956	10	17	19	1131.53333333333
6957	10	17	20	866.2
6958	10	17	21	866.2
6959	10	17	22	866.2
6960	10	17	23	566.2
6961	10	18	0	566.2
6962	10	18	1	566.2
6963	10	18	2	566.2
6964	10	18	3	566.2
6965	10	18	4	566.2
6966	10	18	5	566.2
6967	10	18	6	1100.97735751289
6968	10	18	7	9874
6969	10	18	8	6168
6970	10	18	9	6168
6971	10	18	10	8641.2
6972	10	18	11	8552.6
6973	10	18	12	7866.1
6974	10	18	13	849
6975	10	18	14	5481.5
6976	10	18	15	9187.5
6977	10	18	16	4820.33333333333
6978	10	18	17	744.568348484856
6979	10	18	18	866.2
6980	10	18	19	1131.53333333333
6981	10	18	20	866.2
6982	10	18	21	866.2
6983	10	18	22	866.2
6984	10	18	23	566.2
6985	10	19	0	566.2
6986	10	19	1	566.2
6987	10	19	2	566.2
6988	10	19	3	566.2
6989	10	19	4	566.2
6990	10	19	5	566.2
6991	10	19	6	1116.32124490897
6992	10	19	7	9874
6993	10	19	8	6168
6994	10	19	9	6168
6995	10	19	10	9141.2
6996	10	19	11	9052.6
6997	10	19	12	7866.1
6998	10	19	13	849
6999	10	19	14	5481.5
7000	10	19	15	9187.5
7001	10	19	16	4820.33333333333
7002	10	19	17	749.221430170958
7003	10	19	18	866.2
7004	10	19	19	1131.53333333333
7005	10	19	20	866.2
7006	10	19	21	866.2
7007	10	19	22	866.2
7008	10	19	23	566.2
7009	10	20	0	429
7010	10	20	1	429
7011	10	20	2	429
7012	10	20	3	429
7013	10	20	4	429
7014	10	20	5	429
7015	10	20	6	609
7016	10	20	7	609
7017	10	20	8	609
7018	10	20	9	609
7019	10	20	10	609
7020	10	20	11	609
7021	10	20	12	849
7022	10	20	13	849
7023	10	20	14	849
7024	10	20	15	849
7025	10	20	16	849
7026	10	20	17	729
7027	10	20	18	729
7028	10	20	19	729
7029	10	20	20	729
7030	10	20	21	729
7031	10	20	22	729
7032	10	20	23	429
7033	10	21	0	429
7034	10	21	1	429
7035	10	21	2	429
7036	10	21	3	429
7037	10	21	4	429
7038	10	21	5	429
7039	10	21	6	609
7040	10	21	7	609
7041	10	21	8	609
7042	10	21	9	609
7043	10	21	10	609
7044	10	21	11	609
7045	10	21	12	849
7046	10	21	13	849
7047	10	21	14	849
7048	10	21	15	849
7049	10	21	16	849
7050	10	21	17	729
7051	10	21	18	729
7052	10	21	19	729
7053	10	21	20	729
7054	10	21	21	729
7055	10	21	22	729
7056	10	21	23	429
7057	10	22	0	566.2
7058	10	22	1	566.2
7059	10	22	2	566.2
7060	10	22	3	566.2
7061	10	22	4	566.2
7062	10	22	5	566.2
7063	10	22	6	1162.27670511206
7064	10	22	7	9874
7065	10	22	8	6168
7066	10	22	9	6168
7067	10	22	10	9141.2
7068	10	22	11	9052.6
7069	10	22	12	7866.1
7070	10	22	13	849
7071	10	22	14	5481.5
7072	10	22	15	9187.5
7073	10	22	16	4820.33333333333
7074	10	22	17	762.83852550031
7075	10	22	18	866.2
7076	10	22	19	1131.53333333333
7077	10	22	20	866.2
7078	10	22	21	866.2
7079	10	22	22	866.2
7080	10	22	23	566.2
7081	10	23	0	566.2
7082	10	23	1	566.2
7083	10	23	2	566.2
7084	10	23	3	566.2
7085	10	23	4	566.2
7086	10	23	5	566.2
7087	10	23	6	1177.56421203506
7088	10	23	7	9874
7089	10	23	8	6168
7090	10	23	9	6168
7091	10	23	10	8641.2
7092	10	23	11	8552.6
7093	10	23	12	7866.1
7094	10	23	13	849
7095	10	23	14	5481.5
7096	10	23	15	9187.5
7097	10	23	16	4820.33333333333
7098	10	23	17	767.258860605879
7099	10	23	18	866.2
7100	10	23	19	1131.53333333333
7101	10	23	20	866.2
7102	10	23	21	866.2
7103	10	23	22	866.2
7104	10	23	23	566.2
7105	10	24	0	566.2
7106	10	24	1	566.2
7107	10	24	2	566.2
7108	10	24	3	566.2
7109	10	24	4	566.2
7110	10	24	5	566.2
7111	10	24	6	1192.83289505002
7112	10	24	7	9874
7113	10	24	8	6168
7114	10	24	9	6168
7115	10	24	10	9141.2
7116	10	24	11	9052.6
7117	10	24	12	7866.1
7118	10	24	13	849
7119	10	24	14	5481.5
7120	10	24	15	9187.5
7121	10	24	16	4820.33333333333
7122	10	24	17	771.617530561662
7123	10	24	18	866.2
7124	10	24	19	1131.53333333333
7125	10	24	20	866.2
7126	10	24	21	866.2
7127	10	24	22	866.2
7128	10	24	23	566.2
7129	10	25	0	566.2
7130	10	25	1	566.2
7131	10	25	2	566.2
7132	10	25	3	566.2
7133	10	25	4	566.2
7134	10	25	5	566.2
7135	10	25	6	1208.08041979343
7136	10	25	7	9874
7137	10	25	8	6168
7138	10	25	9	6168
7139	10	25	10	8641.2
7140	10	25	11	8552.6
7141	10	25	12	7866.1
7142	10	25	13	849
7143	10	25	14	5481.5
7144	10	25	15	9187.5
7145	10	25	16	4820.33333333333
7146	10	25	17	775.913149722399
7147	10	25	18	866.2
7148	10	25	19	1131.53333333333
7149	10	25	20	866.2
7150	10	25	21	866.2
7151	10	25	22	866.2
7152	10	25	23	566.2
7153	10	26	0	566.2
7154	10	26	1	566.2
7155	10	26	2	566.2
7156	10	26	3	566.2
7157	10	26	4	566.2
7158	10	26	5	566.2
7159	10	26	6	1223.30422510887
7160	10	26	7	9874
7161	10	26	8	6168
7162	10	26	9	6168
7163	10	26	10	9141.2
7164	10	26	11	9052.6
7165	10	26	12	7866.1
7166	10	26	13	849
7167	10	26	14	5481.5
7168	10	26	15	9187.5
7169	10	26	16	4820.33333333333
7170	10	26	17	780.144335795916
7171	10	26	18	866.2
7172	10	26	19	1131.53333333333
7173	10	26	20	866.2
7174	10	26	21	866.2
7175	10	26	22	866.2
7176	10	26	23	566.2
7177	10	27	0	429
7178	10	27	1	429
7179	10	27	2	429
7180	10	27	3	429
7181	10	27	4	429
7182	10	27	5	429
7183	10	27	6	609
7184	10	27	7	609
7185	10	27	8	609
7186	10	27	9	609
7187	10	27	10	609
7188	10	27	11	609
7189	10	27	12	849
7190	10	27	13	849
7191	10	27	14	849
7192	10	27	15	849
7193	10	27	16	849
7194	10	27	17	729
7195	10	27	18	729
7196	10	27	19	729
7197	10	27	20	729
7198	10	27	21	729
7199	10	27	22	729
7200	10	27	23	429
7201	10	28	0	429
7202	10	28	1	429
7203	10	28	2	429
7204	10	28	3	429
7205	10	28	4	429
7206	10	28	5	429
7207	10	28	6	609
7208	10	28	7	609
7209	10	28	8	609
7210	10	28	9	609
7211	10	28	10	609
7212	10	28	11	609
7213	10	28	12	849
7214	10	28	13	849
7215	10	28	14	849
7216	10	28	15	849
7217	10	28	16	849
7218	10	28	17	729
7219	10	28	18	729
7220	10	28	19	729
7221	10	28	20	729
7222	10	28	21	729
7223	10	28	22	729
7224	10	28	23	429
7225	10	29	0	566.2
7226	10	29	1	566.2
7227	10	29	2	566.2
7228	10	29	3	566.2
7229	10	29	4	566.2
7230	10	29	5	566.2
7231	10	29	6	1268.80426314983
7232	10	29	7	9874
7233	10	29	8	6168
7234	10	29	9	6168
7235	10	29	10	9141.2
7236	10	29	11	9052.6
7237	10	29	12	7866.1
7238	10	29	13	849
7239	10	29	14	5481.5
7240	10	29	15	9187.5
7241	10	29	16	4820.33333333333
7242	10	29	17	792.437529925524
7243	10	29	18	866.2
7244	10	29	19	1131.53333333333
7245	10	29	20	866.2
7246	10	29	21	866.2
7247	10	29	22	866.2
7248	10	29	23	566.2
7249	10	30	0	566.2
7250	10	30	1	566.2
7251	10	30	2	566.2
7252	10	30	3	566.2
7253	10	30	4	566.2
7254	10	30	5	566.2
7255	10	30	6	1283.90296761696
7256	10	30	7	9874
7257	10	30	8	6168
7258	10	30	9	6168
7259	10	30	10	8641.2
7260	10	30	11	8552.6
7261	10	30	12	7866.1
7262	10	30	13	849
7263	10	30	14	5481.5
7264	10	30	15	9187.5
7265	10	30	16	4820.33333333333
7266	10	30	17	796.397239917724
7267	10	30	18	866.2
7268	10	30	19	1131.53333333333
7269	10	30	20	866.2
7270	10	30	21	866.2
7271	10	30	22	866.2
7272	10	30	23	566.2
7273	10	31	0	566.2
7274	10	31	1	566.2
7275	10	31	2	566.2
7276	10	31	3	566.2
7277	10	31	4	566.2
7278	10	31	5	566.2
7279	10	31	6	1298.96167549666
7280	10	31	7	9874
7281	10	31	8	6168
7282	10	31	9	6168
7283	10	31	10	9141.2
7284	10	31	11	9052.6
7285	10	31	12	7866.1
7286	10	31	13	849
7287	10	31	14	5481.5
7288	10	31	15	9187.5
7289	10	31	16	4820.33333333333
7290	10	31	17	800.285668352179
7291	10	31	18	866.2
7292	10	31	19	1131.53333333333
7293	10	31	20	866.2
7294	10	31	21	866.2
7295	10	31	22	866.2
7296	10	31	23	566.2
7297	11	1	0	566.2
7298	11	1	1	566.2
7299	11	1	2	566.2
7300	11	1	3	566.2
7301	11	1	4	566.2
7302	11	1	5	566.2
7303	11	1	6	1313.97642955794
7304	11	1	7	9874
7305	11	1	8	6168
7306	11	1	9	6168
7307	11	1	10	8641.2
7308	11	1	11	8552.6
7309	11	1	12	7866.1
7310	11	1	13	849
7311	11	1	14	5481.5
7312	11	1	15	9187.5
7313	11	1	16	4820.33333333333
7314	11	1	17	804.101461266039
7315	11	1	18	866.2
7316	11	1	19	1131.53333333333
7317	11	1	20	866.2
7318	11	1	21	866.2
7319	11	1	22	866.2
7320	11	1	23	566.2
7321	11	2	0	566.2
7322	11	2	1	566.2
7323	11	2	2	566.2
7324	11	2	3	566.2
7325	11	2	4	566.2
7326	11	2	5	566.2
7327	11	2	6	1328.94303839569
7328	11	2	7	9874
7329	11	2	8	6168
7330	11	2	9	6168
7331	11	2	10	9141.2
7332	11	2	11	9052.6
7333	11	2	12	7866.1
7334	11	2	13	849
7335	11	2	14	5481.5
7336	11	2	15	9187.5
7337	11	2	16	4820.33333333333
7338	11	2	17	807.843271211022
7339	11	2	18	866.2
7340	11	2	19	1131.53333333333
7341	11	2	20	866.2
7342	11	2	21	866.2
7343	11	2	22	866.2
7344	11	2	23	566.2
7345	11	3	0	429
7346	11	3	1	429
7347	11	3	2	429
7348	11	3	3	429
7349	11	3	4	429
7350	11	3	5	429
7351	11	3	6	609
7352	11	3	7	609
7353	11	3	8	609
7354	11	3	9	609
7355	11	3	10	609
7356	11	3	11	609
7357	11	3	12	849
7358	11	3	13	849
7359	11	3	14	849
7360	11	3	15	849
7361	11	3	16	849
7362	11	3	17	729
7363	11	3	18	729
7364	11	3	19	729
7365	11	3	20	729
7366	11	3	21	729
7367	11	3	22	729
7368	11	3	23	429
7369	11	4	0	429
7370	11	4	1	429
7371	11	4	2	429
7372	11	4	3	429
7373	11	4	4	429
7374	11	4	5	429
7375	11	4	6	609
7376	11	4	7	609
7377	11	4	8	609
7378	11	4	9	609
7379	11	4	10	609
7380	11	4	11	609
7381	11	4	12	849
7382	11	4	13	849
7383	11	4	14	849
7384	11	4	15	849
7385	11	4	16	849
7386	11	4	17	729
7387	11	4	18	729
7388	11	4	19	729
7389	11	4	20	729
7390	11	4	21	729
7391	11	4	22	729
7392	11	4	23	429
7393	11	5	0	566.2
7394	11	5	1	566.2
7395	11	5	2	566.2
7396	11	5	3	566.2
7397	11	5	4	566.2
7398	11	5	5	566.2
7399	11	5	6	1373.50859022375
7400	11	5	7	9874
7401	11	5	8	6168
7402	11	5	9	6168
7403	11	5	10	9141.2
7404	11	5	11	9052.6
7405	11	5	12	7866.1
7406	11	5	13	849
7407	11	5	14	5481.5
7408	11	5	15	9187.5
7409	11	5	16	4820.33333333333
7410	11	5	17	818.611440634284
7411	11	5	18	866.2
7412	11	5	19	1131.53333333333
7413	11	5	20	866.2
7414	11	5	21	866.2
7415	11	5	22	866.2
7416	11	5	23	566.2
7417	11	6	0	566.2
7418	11	6	1	566.2
7419	11	6	2	566.2
7420	11	6	3	566.2
7421	11	6	4	566.2
7422	11	6	5	566.2
7423	11	6	6	1388.23606466492
7424	11	6	7	9874
7425	11	6	8	6168
7426	11	6	9	6168
7427	11	6	10	8641.2
7428	11	6	11	8552.6
7429	11	6	12	7866.1
7430	11	6	13	849
7431	11	6	14	5481.5
7432	11	6	15	9187.5
7433	11	6	16	4820.33333333333
7434	11	6	17	822.043998708896
7435	11	6	18	866.2
7436	11	6	19	1131.53333333333
7437	11	6	20	866.2
7438	11	6	21	866.2
7439	11	6	22	866.2
7440	11	6	23	566.2
7441	11	7	0	566.2
7442	11	7	1	566.2
7443	11	7	2	566.2
7444	11	7	3	566.2
7445	11	7	4	566.2
7446	11	7	5	566.2
7447	11	7	6	1402.89097611359
7448	11	7	7	9874
7449	11	7	8	6168
7450	11	7	9	6168
7451	11	7	10	9141.2
7452	11	7	11	9052.6
7453	11	7	12	7866.1
7454	11	7	13	849
7455	11	7	14	5481.5
7456	11	7	15	9187.5
7457	11	7	16	4820.33333333333
7458	11	7	17	825.395959388458
7459	11	7	18	866.2
7460	11	7	19	1131.53333333333
7461	11	7	20	866.2
7462	11	7	21	866.2
7463	11	7	22	866.2
7464	11	7	23	566.2
7465	11	8	0	566.2
7466	11	8	1	566.2
7467	11	8	2	566.2
7468	11	8	3	566.2
7469	11	8	4	566.2
7470	11	8	5	566.2
7471	11	8	6	1417.46776719781
7472	11	8	7	9874
7473	11	8	8	6168
7474	11	8	9	6168
7475	11	8	10	8641.2
7476	11	8	11	8552.6
7477	11	8	12	7866.1
7478	11	8	13	849
7479	11	8	14	5481.5
7480	11	8	15	9187.5
7481	11	8	16	4820.33333333333
7482	11	8	17	828.666030297544
7483	11	8	18	866.2
7484	11	8	19	1131.53333333333
7485	11	8	20	866.2
7486	11	8	21	866.2
7487	11	8	22	866.2
7488	11	8	23	566.2
7489	11	9	0	566.2
7490	11	9	1	566.2
7491	11	9	2	566.2
7492	11	9	3	566.2
7493	11	9	4	566.2
7494	11	9	5	566.2
7495	11	9	6	1423.13333333333
7496	11	9	7	9882.82733148267
7497	11	9	8	6168
7498	11	9	9	6168
7499	11	9	10	9141.2
7500	11	9	11	9052.6
7501	11	9	12	7866.1
7502	11	9	13	849
7503	11	9	14	5481.5
7504	11	9	15	9187.5
7505	11	9	16	4820.33333333333
7506	11	9	17	831.852931548441
7507	11	9	18	866.2
7508	11	9	19	1131.53333333333
7509	11	9	20	866.2
7510	11	9	21	866.2
7511	11	9	22	866.2
7512	11	9	23	566.2
7513	11	10	0	429
7514	11	10	1	429
7515	11	10	2	429
7516	11	10	3	429
7517	11	10	4	429
7518	11	10	5	429
7519	11	10	6	609
7520	11	10	7	609
7521	11	10	8	609
7522	11	10	9	609
7523	11	10	10	609
7524	11	10	11	609
7525	11	10	12	849
7526	11	10	13	849
7527	11	10	14	849
7528	11	10	15	849
7529	11	10	16	849
7530	11	10	17	729
7531	11	10	18	729
7532	11	10	19	729
7533	11	10	20	729
7534	11	10	21	729
7535	11	10	22	729
7536	11	10	23	429
7537	11	11	0	429
7538	11	11	1	429
7539	11	11	2	429
7540	11	11	3	429
7541	11	11	4	429
7542	11	11	5	429
7543	11	11	6	609
7544	11	11	7	609
7545	11	11	8	609
7546	11	11	9	609
7547	11	11	10	609
7548	11	11	11	609
7549	11	11	12	849
7550	11	11	13	849
7551	11	11	14	849
7552	11	11	15	849
7553	11	11	16	849
7554	11	11	17	729
7555	11	11	18	729
7556	11	11	19	729
7557	11	11	20	729
7558	11	11	21	729
7559	11	11	22	729
7560	11	11	23	429
7561	11	12	0	566.2
7562	11	12	1	566.2
7563	11	12	2	566.2
7564	11	12	3	566.2
7565	11	12	4	566.2
7566	11	12	5	566.2
7567	11	12	6	1423.13333333333
7568	11	12	7	9925.74180667655
7569	11	12	8	6168
7570	11	12	9	6168
7571	11	12	10	9141.2
7572	11	12	11	9052.6
7573	11	12	12	7866.1
7574	11	12	13	849
7575	11	12	14	5481.5
7576	11	12	15	9187.5
7577	11	12	16	4820.33333333333
7578	11	12	17	840.902030455903
7579	11	12	18	866.2
7580	11	12	19	1131.53333333333
7581	11	12	20	866.2
7582	11	12	21	866.2
7583	11	12	22	866.2
7584	11	12	23	566.2
7585	11	13	0	566.2
7586	11	13	1	566.2
7587	11	13	2	566.2
7588	11	13	3	566.2
7589	11	13	4	566.2
7590	11	13	5	566.2
7591	11	13	6	1423.13333333333
7592	11	13	7	9939.83727423822
7593	11	13	8	6168
7594	11	13	9	6168
7595	11	13	10	8641.2
7596	11	13	11	8552.6
7597	11	13	12	7866.1
7598	11	13	13	849
7599	11	13	14	5481.5
7600	11	13	15	9187.5
7601	11	13	16	4820.33333333333
7602	11	13	17	843.74374582897
7603	11	13	18	866.2
7604	11	13	19	1131.53333333333
7605	11	13	20	866.2
7606	11	13	21	866.2
7607	11	13	22	866.2
7608	11	13	23	566.2
7609	11	14	0	566.2
7610	11	14	1	566.2
7611	11	14	2	566.2
7612	11	14	3	566.2
7613	11	14	4	566.2
7614	11	14	5	566.2
7615	11	14	6	1423.13333333333
7616	11	14	7	9953.81694521348
7617	11	14	8	6168
7618	11	14	9	6168
7619	11	14	10	9141.2
7620	11	14	11	9052.6
7621	11	14	12	7866.1
7622	11	14	13	849
7623	11	14	14	5481.5
7624	11	14	15	9187.5
7625	11	14	16	4820.33333333333
7626	11	14	17	846.496122461515
7627	11	14	18	866.2
7628	11	14	19	1131.53333333333
7629	11	14	20	866.2
7630	11	14	21	866.2
7631	11	14	22	866.2
7632	11	14	23	566.2
7633	11	15	0	566.2
7634	11	15	1	566.2
7635	11	15	2	566.2
7636	11	15	3	566.2
7637	11	15	4	566.2
7638	11	15	5	566.2
7639	11	15	6	1423.13333333333
7640	11	15	7	9967.6738800723
7641	11	15	8	6168
7642	11	15	9	6168
7643	11	15	10	8641.2
7644	11	15	11	8552.6
7645	11	15	12	7866.1
7646	11	15	13	849
7647	11	15	14	5481.5
7648	11	15	15	9187.5
7649	11	15	16	4820.33333333333
7650	11	15	17	849.157982390328
7651	11	15	18	866.2
7652	11	15	19	1131.53333333333
7653	11	15	20	866.2
7654	11	15	21	866.2
7655	11	15	22	866.2
7656	11	15	23	566.2
7657	11	16	0	566.2
7658	11	16	1	566.2
7659	11	16	2	566.2
7660	11	16	3	566.2
7661	11	16	4	566.2
7662	11	16	5	566.2
7663	11	16	6	1423.13333333333
7664	11	16	7	9981.40097219216
7665	11	16	8	6168
7666	11	16	9	6168
7667	11	16	10	9141.2
7668	11	16	11	9052.6
7669	11	16	12	7866.1
7670	11	16	13	849
7671	11	16	14	5481.5
7672	11	16	15	9187.5
7673	11	16	16	4820.33333333333
7674	11	16	17	851.728169930215
7675	11	16	18	866.2
7676	11	16	19	1131.53333333333
7677	11	16	20	866.2
7678	11	16	21	866.2
7679	11	16	22	866.2
7680	11	16	23	566.2
7681	11	17	0	429
7682	11	17	1	429
7683	11	17	2	429
7684	11	17	3	429
7685	11	17	4	429
7686	11	17	5	429
7687	11	17	6	609
7688	11	17	7	609
7689	11	17	8	609
7690	11	17	9	609
7691	11	17	10	609
7692	11	17	11	609
7693	11	17	12	849
7694	11	17	13	849
7695	11	17	14	849
7696	11	17	15	849
7697	11	17	16	849
7698	11	17	17	729
7699	11	17	18	729
7700	11	17	19	729
7701	11	17	20	729
7702	11	17	21	729
7703	11	17	22	729
7704	11	17	23	429
7705	11	18	0	429
7706	11	18	1	429
7707	11	18	2	429
7708	11	18	3	429
7709	11	18	4	429
7710	11	18	5	429
7711	11	18	6	609
7712	11	18	7	609
7713	11	18	8	609
7714	11	18	9	609
7715	11	18	10	609
7716	11	18	11	609
7717	11	18	12	849
7718	11	18	13	849
7719	11	18	14	849
7720	11	18	15	849
7721	11	18	16	849
7722	11	18	17	729
7723	11	18	18	729
7724	11	18	19	729
7725	11	18	20	729
7726	11	18	21	729
7727	11	18	22	729
7728	11	18	23	429
7729	11	19	0	566.2
7730	11	19	1	566.2
7731	11	19	2	566.2
7732	11	19	3	566.2
