N	M	D	H	Qh
8120	12	5	7	37448.0362647205
8121	12	5	8	37676.2803746033
8122	12	5	9	37137.9532673586
8123	12	5	10	35990.8094086109
8124	12	5	11	32044.6155671902
8125	12	5	12	28253.3201930619
8126	12	5	13	24214.6444523314
8127	12	5	14	23033.0771859428
8128	12	5	15	23652.2819997958
8129	12	5	16	25407.2494867387
8130	12	5	17	26921.3947250705
8131	12	5	18	28197.4978960363
8132	12	5	19	29277.1625991463
8133	12	5	20	30276.2985848574
8134	12	5	21	31221.9102483709
8135	12	5	22	32099.4179681009
8136	12	5	23	32895.5934420549
8137	12	6	0	33598.4344400799
8138	12	6	1	34236.132265562
8139	12	6	2	34795.1841959343
8140	12	6	3	35302.4201160508
8141	12	6	4	35743.1020685795
8142	12	6	5	36162.4797423701
8143	12	6	6	36562.5277352478
8144	12	6	7	36945.0376284362
8145	12	6	8	36114.2057146139
8146	12	6	9	33003.8579332836
8147	12	6	10	28753.2831811689
8148	12	6	11	23758.3400320091
8149	12	6	12	18831.8448834082
8150	12	6	13	14598.031238387
8151	12	6	14	13402.6539765841
8152	12	6	15	14143.3779862098
8153	12	6	16	16134.8448768194
8154	12	6	17	18039.4344057618
8155	12	6	18	19865.1988451445
8156	12	6	19	21619.4441381617
8157	12	6	20	23113.3935690934
8158	12	6	21	24351.6322408595
8159	12	6	22	25377.4013845998
8160	12	6	23	26483.9615511676
8161	12	7	0	27644.2840334653
8162	12	7	1	28872.9263945186
8163	12	7	2	30046.3130695505
8164	12	7	3	31150.0249093172
8165	12	7	4	32210.0603114734
8166	12	7	5	33191.3863478974
8167	12	7	6	34081.7576854761
8168	12	7	7	34909.1450567528
8169	12	7	8	34574.9349571292
8170	12	7	9	31389.7289290026
8171	12	7	10	21143.0000757502
8172	12	7	11	11888.5281580333
8173	12	7	12	3644.13755168584
8174	12	7	13	0
8175	12	7	14	0
8176	12	7	15	0
8177	12	7	16	0
8178	12	7	17	460.886834724761
8179	12	7	18	4209.03608136314
8180	12	7	19	7902.89447966188
8181	12	7	20	11410.7101515742
8182	12	7	21	14730.1860106836
8183	12	7	22	17898.3189779615
8184	12	7	23	20792.3524929811
8185	12	8	0	23457.2321521625
8186	12	8	1	25894.6566458746
8187	12	8	2	28145.2483212831
8188	12	8	3	30206.7833220462
8189	12	8	4	32116.3250118275
8190	12	8	5	33848.8798665765
8191	12	8	6	35440.3925507882
8192	12	8	7	36884.3950788119
8193	12	8	8	37009.9560226834
8194	12	8	9	34178.5605534255
8195	12	8	10	27420.8997380413
8196	12	8	11	21929.8220211044
8197	12	8	12	17437.9341661961
8198	12	8	13	15689.420287913
8199	12	8	14	15478.1579296071
8200	12	8	15	16840.9505988166
8201	12	8	16	19109.9864711873
8202	12	8	17	21266.4183607615
8203	12	8	18	23340.2235748883
8204	12	8	19	25319.5198582887
8205	12	8	20	27252.1479196712
8206	12	8	21	29122.8926763495
8207	12	8	22	30957.0303640385
8208	12	8	23	32621.170074674
8209	12	9	0	34150.6087069263
8210	12	9	1	35538.2905478223
8211	12	9	2	36836.4354978723
8212	12	9	3	38072.8828793735
8213	12	9	4	39233.8106122111
8214	12	9	5	40169.8938700179
8215	12	9	6	40882.4319260248
8216	12	9	7	41411.6847304399
8217	12	9	8	41055.0297486566
8218	12	9	9	38675.322828658
8219	12	9	10	34367.8215471073
8220	12	9	11	29445.0667623153
8221	12	9	12	25790.0240651281
8222	12	9	13	22790.8670921693
8223	12	9	14	21374.2681426652
8224	12	9	15	22165.3611906959
8225	12	9	16	23335.1443187075
8226	12	9	17	24494.2082591933
8227	12	9	18	25643.5465254583
8228	12	9	19	26784.0605465267
8229	12	9	20	27877.4871012331
8230	12	9	21	28947.731065557
8231	12	9	22	29977.4005791846
8232	12	9	23	31009.3374063342
8233	12	10	0	32062.8719502963
8234	12	10	1	33116.4618654043
8235	12	10	2	34170.1020195558
8236	12	10	3	35243.3283067057
8237	12	10	4	36314.784825845
8238	12	10	5	37326.013957653
8239	12	10	6	38263.0573575227
8240	12	10	7	39152.3315178404
8241	12	10	8	38887.5474237693
8242	12	10	9	36006.3796496092
8243	12	10	10	31127.5081282702
8244	12	10	11	25915.2304036832
8245	12	10	12	20633.0543337856
8246	12	10	13	16157.7199704993
8247	12	10	14	14203.2445953816
8248	12	10	15	15040.7649568081
8249	12	10	16	17457.1113933609
8250	12	10	17	19844.9030450888
8251	12	10	18	22187.2459762437
8252	12	10	19	24507.8931748139
8253	12	10	20	26632.9905672194
8254	12	10	21	28561.1222355215
8255	12	10	22	30330.0845976423
8256	12	10	23	31993.711441811
8257	12	11	0	33542.2252932744
8258	12	11	1	35005.8360082301
8259	12	11	2	36392.412876728
8260	12	11	3	37689.5552693099
8261	12	11	4	38925.093015888
8262	12	11	5	39889.7899198801
8263	12	11	6	40628.2895518359
8264	12	11	7	41142.0165696541
8265	12	11	8	41288.9193052877
8266	12	11	9	40604.893114164
8267	12	11	10	39303.6008896104
8268	12	11	11	37507.1991714321
8269	12	11	12	35563.4301666839
8270	12	11	13	33838.9677014391
8271	12	11	14	32670.7258336114
8272	12	11	15	32160.7738455214
8273	12	11	16	31993.7755499495
8274	12	11	17	31764.0933741188
8275	12	11	18	31457.9966547001
8276	12	11	19	31102.1084626191
8277	12	11	20	30583.8004433042
8278	12	11	21	29937.6671107837
8279	12	11	22	29156.0154683225
8280	12	11	23	28505.4332539175
8281	12	12	0	27954.2316811046
8282	12	12	1	27512.7401553618
8283	12	12	2	27248.9523471734
8284	12	12	3	27165.9382481971
8285	12	12	4	27227.4022056024
8286	12	12	5	27224.5476939304
8287	12	12	6	27143.7955525641
8288	12	12	7	27011.9063129982
8289	12	12	8	26592.5726102012
8290	12	12	9	25433.8729914423
8291	12	12	10	23721.443235786
8292	12	12	11	21786.4970806943
8293	12	12	12	19912.4302039706
8294	12	12	13	18485.6960945069
8295	12	12	14	17734.9119091559
8296	12	12	15	17182.2429875988
8297	12	12	16	17602.3748165278
8298	12	12	17	18003.1070652888
8299	12	12	18	18366.6972433741
8300	12	12	19	18716.1284327317
8301	12	12	20	19052.7129663792
8302	12	12	21	19358.1009926902
8303	12	12	22	19654.7245260774
8304	12	12	23	19962.9364583814
8305	12	13	0	20262.1221626146
8306	12	13	1	20572.6587896606
8307	12	13	2	20756.7104207953
8308	12	13	3	20806.4598312887
8309	12	13	4	20753.8954406232
8310	12	13	5	20823.4463093675
8311	12	13	6	20984.2535726921
8312	12	13	7	21247.3996360131
8313	12	13	8	21075.2141105161
8314	12	13	9	19457.9411188101
8315	12	13	10	15463.489213829
8316	12	13	11	11081.4624560476
8317	12	13	12	8137.76720926853
8318	12	13	13	5977.50125352263
8319	12	13	14	5370.45136007919
8320	12	13	15	6443.30248956635
8321	12	13	16	8386.37329772496
8322	12	13	17	10207.9712587567
8323	12	13	18	11899.8145944033
8324	12	13	19	13493.4702279907
8325	12	13	20	14958.9576354401
8326	12	13	21	16327.6967038485
8327	12	13	22	17589.1140514466
8328	12	13	23	18733.616295691
8329	12	14	0	19791.5803223282
8330	12	14	1	20751.4864193286
8331	12	14	2	21720.1258873217
8332	12	14	3	22696.6892694179
8333	12	14	4	23680.4421336217
8334	12	14	5	24612.0964680131
8335	12	14	6	25516.0216014872
8336	12	14	7	26375.2470786414
8337	12	14	8	27050.5716288483
8338	12	14	9	27091.0173913023
8339	12	14	10	26662.7994342457
8340	12	14	11	25997.327060054
8341	12	14	12	23037.2164253538
8342	12	14	13	21072.8284802258
8343	12	14	14	20584.5581706967
8344	12	14	15	21634.6612113114
8345	12	14	16	23498.4706975297
8346	12	14	17	25209.0726114602
8347	12	14	18	26761.1265238656
8348	12	14	19	28188.868086653
8349	12	14	20	29542.900353448
8350	12	14	21	30810.5145571517
8351	12	14	22	32019.2609499429
8352	12	14	23	33115.9740734051
8353	12	15	0	34111.0377876362
8354	12	15	1	35013.8735194264
8355	12	15	2	35872.1105666405
8356	12	15	3	36709.4231312478
8357	12	15	4	37508.210059093
8358	12	15	5	38311.1232190345
8359	12	15	6	39098.2396187837
8360	12	15	7	39890.5639394115
8361	12	15	8	40348.8636974259
8362	12	15	9	38892.9924819365
8363	12	15	10	36228.5512609617
8364	12	15	11	32841.1622603255
8365	12	15	12	32083.2704559962
8366	12	15	13	31619.314768227
8367	12	15	14	31761.6139511415
8368	12	15	15	32597.0592583474
8369	12	15	16	33757.4621563874
8370	12	15	17	34849.3936270756
8371	12	15	18	35859.6594288258
8372	12	15	19	36815.3693357613
8373	12	15	20	37682.4987877399
8374	12	15	21	38488.7984593092
8375	12	15	22	39220.3658389803
8376	12	15	23	39903.6680773179
8377	12	16	0	40523.6381029113
8378	12	16	1	41105.6864442514
8379	12	16	2	41770.5711941039
8380	12	16	3	42491.074067766
8381	12	16	4	43281.5806217548
8382	12	16	5	44135.6025296386
8383	12	16	6	45066.7933891737
8384	12	16	7	46048.4602067538
8385	12	16	8	46137.0928665872
8386	12	16	9	43982.5071745304
8387	12	16	10	40749.7437311463
8388	12	16	11	36259.8661241407
8389	12	16	12	31937.2720630952
8390	12	16	13	28270.8426089471
8391	12	16	14	26319.3430776084
8392	12	16	15	26829.0690804974
8393	12	16	16	28660.8649113077
8394	12	16	17	30342.4203716418
8395	12	16	18	31887.6605660364
8396	12	16	19	33309.2199437033
8397	12	16	20	34657.6430243317
8398	12	16	21	35920.1679321188
8399	12	16	22	37124.2967329522
8400	12	16	23	38177.7391475168
8401	12	17	0	39074.9210691752
8402	12	17	1	39849.8661309475
8403	12	17	2	40552.985018644
8404	12	17	3	41210.4755278506
8405	12	17	4	41807.0261974492
8406	12	17	5	42172.4203137273
8407	12	17	6	42308.5421880785
8408	12	17	7	42256.1825843218
8409	12	17	8	41565.2376634057
8410	12	17	9	38960.3868375161
8411	12	17	10	34299.0676332818
8412	12	17	11	29476.2902589639
8413	12	17	12	25135.1842623592
8414	12	17	13	22836.9874706459
8415	12	17	14	22107.0429933718
8416	12	17	15	23524.6782750835
8417	12	17	16	25271.9322272469
8418	12	17	17	26818.1599644436
8419	12	17	18	28162.4531524528
8420	12	17	19	29343.0687472494
8421	12	17	20	30433.7989403166
8422	12	17	21	31423.4342550776
8423	12	17	22	32340.885271725
8424	12	17	23	33173.3018779687
8425	12	18	0	33928.5655310391
8426	12	18	1	34613.8271913389
8427	12	18	2	35255.1155792696
8428	12	18	3	35876.0469301615
8429	12	18	4	36458.9674958722
8430	12	18	5	36987.8597748254
8431	12	18	6	37467.7314060307
8432	12	18	7	37903.1258929672
8433	12	18	8	38096.1996901931
8434	12	18	9	37601.3896020936
8435	12	18	10	36600.4403695626
8436	12	18	11	32772.3371922104
8437	12	18	12	28047.5732209197
8438	12	18	13	23430.9931280904
8439	12	18	14	21224.3225714815
8440	12	18	15	21604.5062075125
8441	12	18	16	23588.3539278063
8442	12	18	17	25622.8143257999
8443	12	18	18	27703.1963399224
8444	12	18	19	29825.2437020153
8445	12	18	20	31926.4729871065
8446	12	18	21	33989.2731787813
8447	12	18	22	36036.7466473463
8448	12	18	23	37874.908453972
8449	12	19	0	39542.6993060482
8450	12	19	1	41036.3695710771
8451	12	19	2	42450.2199050778
8452	12	19	3	43811.1890090283
8453	12	19	4	45104.6376560271
8454	12	19	5	46317.2834633099
8455	12	19	6	47437.0751324557
8456	12	19	7	48492.1594464993
8457	12	19	8	47960.9053221111
8458	12	19	9	44316.3407894701
8459	12	19	10	38120.8874026129
8460	12	19	11	30849.1276481391
8461	12	19	12	24813.065130661
8462	12	19	13	20064.1015522137
8463	12	19	14	18286.7363425146
8464	12	19	15	19171.6881707293
8465	12	19	16	21537.347261426
8466	12	19	17	23840.0684487488
8467	12	19	18	26085.6851640256
8468	12	19	19	28279.4901640671
8469	12	19	20	30211.3395895617
8470	12	19	21	31925.0534755042
8471	12	19	22	33421.309274047
8472	12	19	23	34759.343298532
8473	12	20	0	35934.2798635339
8474	12	20	1	36980.7762897722
8475	12	20	2	37910.7371163116
8476	12	20	3	38715.4229536293
8477	12	20	4	39425.9855276914
8478	12	20	5	40090.2298014273
8479	12	20	6	40692.90825949
8480	12	20	7	41259.2677109615
8481	12	20	8	41453.9246165702
8482	12	20	9	40882.388704091
8483	12	20	10	39694.5817165943
8484	12	20	11	38173.303656265
8485	12	20	12	36725.7941322634
8486	12	20	13	35636.4600144275
8487	12	20	14	35230.5631097238
8488	12	20	15	35549.0816099064
8489	12	20	16	36260.0098732514
8490	12	20	17	36963.6670429543
8491	12	20	18	37660.727043999
8492	12	20	19	38351.8013382911
8493	12	20	20	38998.3636132968
8494	12	20	21	39624.080038385
8495	12	20	22	40211.3421712784
8496	12	20	23	40763.7141674513
8497	12	21	0	41284.4298368327
8498	12	21	1	41776.423262047
8499	12	21	2	42261.8971291683
8500	12	21	3	42721.9151563463
8501	12	21	4	43178.3772813333
8502	12	21	5	43612.0725343358
8503	12	21	6	44025.1110743645
8504	12	21	7	44419.4074792904
8505	12	21	8	44516.5707398132
8506	12	21	9	43876.1179803294
8507	12	21	10	42684.4033897339
8508	12	21	11	38734.2771917361
8509	12	21	12	35013.7237340675
8510	12	21	13	31121.9077656062
8511	12	21	14	29362.4440111728
8512	12	21	15	29722.9223725253
8513	12	21	16	31188.7971988369
8514	12	21	17	32557.8877780003
8515	12	21	18	33819.6240564059
8516	12	21	19	35003.496771975
8517	12	21	20	36116.7227483179
8518	12	21	21	37185.3904644979
8519	12	21	22	38194.0892749526
8520	12	21	23	39128.8368775804
8521	12	22	0	40016.0280277817
8522	12	22	1	40840.5299689548
8523	12	22	2	41627.6936324607
8524	12	22	3	42361.4391850151
8525	12	22	4	43066.2582615753
8526	12	22	5	43803.4535783345
8527	12	22	6	44570.0243271233
8528	12	22	7	45363.2478312159
8529	12	22	8	45587.58172426
8530	12	22	9	45336.3755310022
8531	12	22	10	44517.3705426214
8532	12	22	11	43311.171331635
8533	12	22	12	42110.4563140659
8534	12	22	13	41225.5018789153
8535	12	22	14	41102.7443748253
8536	12	22	15	41814.9432101359
8537	12	22	16	42980.7661000496
8538	12	22	17	44058.0746575506
8539	12	22	18	45074.6134285851
8540	12	22	19	46016.4743410928
8541	12	22	20	46831.9572989003
8542	12	22	21	47552.3162568948
8543	12	22	22	48166.8272806132
8544	12	22	23	48704.8414896378
8545	12	23	0	49192.9895802286
8546	12	23	1	49616.3528683439
8547	12	23	2	49941.8548653125
8548	12	23	3	50178.5658942765
8549	12	23	4	50334.7155909182
8550	12	23	5	50476.3924741383
8551	12	23	6	50585.3974135618
8552	12	23	7	50684.2991751739
8553	12	23	8	50552.5276947196
8554	12	23	9	49743.4402270244
8555	12	23	10	48437.8020220163
8556	12	23	11	46848.6950907959
8557	12	23	12	45359.1839994203
8558	12	23	13	44270.8223514558
8559	12	23	14	43787.6455812102
8560	12	23	15	43996.9658383973
8561	12	23	16	44530.6547514463
8562	12	23	17	44975.7973375199
8563	12	23	18	45340.6005576198
8564	12	23	19	45632.5107064117
8565	12	23	20	45916.9055661562
8566	12	23	21	46174.9411448295
8567	12	23	22	46428.6011160823
8568	12	23	23	46717.3721360723
8569	12	24	0	47057.5404699218
8570	12	24	1	47424.8017812727
8571	12	24	2	47797.1043934474
8572	12	24	3	48193.5216013198
8573	12	24	4	48592.2777810345
8574	12	24	5	48993.1561438084
8575	12	24	6	49395.9599940297
8576	12	24	7	49800.5108669247
8577	12	24	8	49946.0592556488
8578	12	24	9	49408.1286755204
8579	12	24	10	48348.5150451315
8580	12	24	11	46982.6297766986
8581	12	24	12	45695.6509356587
8582	12	24	13	44791.049734215
8583	12	24	14	44513.6825815553
8584	12	24	15	44929.2774384674
8585	12	24	16	45689.2033866609
8586	12	24	17	46417.7763156783
8587	12	24	18	47137.4427463161
8588	12	24	19	47829.4876314749
8589	12	24	20	48418.3088864825
8590	12	24	21	48893.9332951929
8591	12	24	22	49286.3931148179
8592	12	24	23	49662.0181484275
8593	12	25	0	50041.9092870345
8594	12	25	1	50406.1305741629
8595	12	25	2	50775.6749282919
8596	12	25	3	51150.0489782748
8597	12	25	4	51528.8050813126
8598	12	25	5	51950.6181853785
8599	12	25	6	52411.4975306134
8600	12	25	7	52907.8222427415
8601	12	25	8	52869.0408837747
8602	12	25	9	51347.0015501071
8603	12	25	10	47822.4672373187
8604	12	25	11	43191.1331658739
8605	12	25	12	38123.3406595356
8606	12	25	13	33899.3883410694
8607	12	25	14	32575.4116351845
8608	12	25	15	33250.1168587669
8609	12	25	16	34975.2883960377
8610	12	25	17	36540.5615388852
8611	12	25	18	37941.2160002914
8612	12	25	19	39212.0500961994
8613	12	25	20	40365.0962926918
8614	12	25	21	41391.7312702665
8615	12	25	22	42323.212066924
8616	12	25	23	43168.358095943
8617	12	26	0	43935.1713388078
8618	12	26	1	44630.9121093464
8619	12	26	2	45223.0866947275
8620	12	26	3	45721.2941790829
8621	12	26	4	46134.243950587
8622	12	26	5	46450.2976129836
8623	12	26	6	46697.9765814301
8624	12	26	7	46864.0776485472
8625	12	26	8	46734.6554208973
8626	12	26	9	45869.0778131597
8627	12	26	10	44453.5636340731
8628	12	26	11	42647.5213365393
8629	12	26	12	40863.4788907989
8630	12	26	13	39390.6413733248
8631	12	26	14	38617.2457246971
8632	12	26	15	38582.7867370836
8633	12	26	16	38953.9128588012
8634	12	26	17	39310.1815190505
8635	12	26	18	39672.510339534
8636	12	26	19	40020.7970808594
8637	12	26	20	40356.3432402166
8638	12	26	21	40660.7891344777
8639	12	26	22	40956.5578578054
8640	12	26	23	41263.9942085548
8641	12	27	0	41582.0167667846
8642	12	27	1	41909.6443445142
8643	12	27	2	42206.9055948839
8644	12	27	3	42496.1555866616
8645	12	27	4	42758.5962969999
8646	12	27	5	43094.415309622
8647	12	27	6	43496.8115195602
8648	12	27	7	43959.6141856782
8649	12	27	8	43127.7461183015
8650	12	27	9	39064.3512688996
8651	12	27	10	33330.0160387353
8652	12	27	11	26199.2088724412
8653	12	27	12	21028.3233258224
8654	12	27	13	17547.9571875996
8655	12	27	14	16254.4392992345
8656	12	27	15	17132.6452029632
8657	12	27	16	19218.3208106542
8658	12	27	17	21110.6845222559
8659	12	27	18	22847.1940987845
8660	12	27	19	24422.7544089995
8661	12	27	20	25774.1209153096
8662	12	27	21	26941.6136839482
8663	12	27	22	27922.7345946708
8664	12	27	23	28812.9198187278
8665	12	28	0	29620.5977761247
8666	12	28	1	30353.4156944977
8667	12	28	2	30881.5281616205
8668	12	28	3	31204.367855139
8669	12	28	4	31360.501136038
8670	12	28	5	31560.7847761896
8671	12	28	6	31781.5861268684
8672	12	28	7	32040.5440441164
8673	12	28	8	32093.0749345337
8674	12	28	9	31479.748203401
8675	12	28	10	30420.8887803213
8676	12	28	11	29056.4921233283
8677	12	28	12	27751.6450939231
8678	12	28	13	26830.5101028773
8679	12	28	14	26556.8778454224
8680	12	28	15	27014.942527677
8681	12	28	16	27832.9425144079
8682	12	28	17	28653.2879611798
8683	12	28	18	29495.3020282321
8684	12	28	19	30337.4357981681
8685	12	28	20	31140.5970754947
8686	12	28	21	31927.9385957316
8687	12	28	22	32681.386070675
8688	12	28	23	33345.459335834
8689	12	29	0	33928.4420849424
8690	12	29	1	34437.8502333996
8691	12	29	2	34860.9625298025
8692	12	29	3	35186.2367983529
8693	12	29	4	35442.2817564171
8694	12	29	5	35752.7572599054
8695	12	29	6	36132.1589366355
8696	12	29	7	36554.5577790783
8697	12	29	8	36018.5151959115
8698	12	29	9	32906.0464906718
8699	12	29	10	27923.9718295287
8700	12	29	11	21456.3899062227
8701	12	29	12	16263.2759231656
8702	12	29	13	12008.4530799488
8703	12	29	14	10319.9114285076
8704	12	29	15	11107.3040282918
8705	12	29	16	13282.4682136913
8706	12	29	17	15314.6478601855
8707	12	29	18	17197.5550115235
8708	12	29	19	18964.5656146297
8709	12	29	20	20196.529490994
8710	12	29	21	20943.0377164665
8711	12	29	22	21249.0849929964
8712	12	29	23	21526.7661232758
8713	12	30	0	21798.2507882652
8714	12	30	1	22044.5727600975
8715	12	30	2	22268.0642556782
8716	12	30	3	22470.8413292262
8717	12	30	4	22654.8239073907
8718	12	30	5	22880.375618638
8719	12	30	6	23163.1841572721
8720	12	30	7	23478.4020949689
8721	12	30	8	23075.3240767228
8722	12	30	9	21082.9395003145
8723	12	30	10	18649.0371737534
8724	12	30	11	15509.1725379407
8725	12	30	12	12638.8569501103
8726	12	30	13	10666.2816828248
8727	12	30	14	10152.2446699278
8728	12	30	15	11201.244405396
8729	12	30	16	13094.1339741014
8730	12	30	17	14752.9584668462
8731	12	30	18	16179.8717729084
8732	12	30	19	17415.9092480465
8733	12	30	20	18752.3300203964
8734	12	30	21	20199.370563796
8735	12	30	22	21727.237478558
8736	12	30	23	23074.4121766179
8737	12	31	0	24257.6422072545
8738	12	31	1	25292.1228646812
8739	12	31	2	26250.2627107892
8740	12	31	3	27119.5968818006
8741	12	31	4	27927.8969269114
8742	12	31	5	28563.5765225436
